model,k,trial_id,speaker,fold,condition,identity,target_rank,minimum_confidence,mean_confidence,log_confidence_variance,source_path,confidence_source
timbrewm,8,0,chinese:SSB0005,1,targeted,685,3,0.5347788036,0.6321671307,-5.5920182039,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,617,4,0.5358411074,0.6408560932,-5.6801191025,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,751,5,0.5070332885,0.6266482860,-5.4341306403,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,717,6,0.5434275568,0.6250384957,-5.9101736814,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,873,7,0.5567792058,0.6277336508,-5.8050724381,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,1001,9,0.5340509415,0.6275595725,-5.8953990370,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,0,chinese:SSB0005,1,targeted,653,10,0.5020374060,0.6095166415,-5.3467763009,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_01.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,average,722,,0.5089303851,0.5859137595,-6.4271325263,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,single,228,,0.7011714578,0.7245044619,-8.0130240062,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,733,1,0.5947966576,0.6351689279,-7.1942602328,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,210,2,0.5426240563,0.6131798446,-5.9708368293,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,727,3,0.5231239796,0.6083901137,-5.8650196910,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,661,4,0.5254017413,0.6137487888,-5.9403075056,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,734,6,0.5498045087,0.6075420141,-6.1046487550,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,215,7,0.5265526175,0.6103304774,-5.7723156190,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,466,8,0.5164409280,0.6138482988,-6.1432570310,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,213,9,0.5672836900,0.6093652666,-7.0570046067,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,1,chinese:SSB0005,1,targeted,725,10,0.5415584147,0.6136593640,-6.5207863434,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_02.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,average,1015,,0.5128708482,0.5768944800,-5.5074854282,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,single,468,,0.6898359358,0.7255703211,-7.8039566716,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,472,1,0.5983651578,0.6459825367,-6.9917545952,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,467,2,0.5597175360,0.6232497245,-6.0028112328,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,464,3,0.5285047889,0.6363844842,-6.0567686965,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,979,4,0.5692958832,0.6174048245,-6.1014600017,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,504,5,0.5332413316,0.6353848606,-5.8687905835,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,466,6,0.5016382933,0.6173779905,-5.3037587741,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,947,7,0.5169549882,0.5981809855,-5.3466746133,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,248,8,0.5289760828,0.6206986696,-5.8966168369,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,956,9,0.5330358744,0.6201158434,-5.6816906177,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,2,chinese:SSB0005,1,targeted,506,10,0.5048811436,0.6136350214,-5.6473371975,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0005/chinese_SSB0005_03.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,average,409,,0.5616595149,0.6079452068,-5.8811008249,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,single,347,,0.6847817302,0.7222780794,-7.4277345718,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,414,1,0.5744614601,0.6431401700,-5.9504728461,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,330,2,0.5681915581,0.6408323437,-6.0115357770,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,478,3,0.5369206667,0.6333591878,-5.3305154050,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,403,4,0.5143188536,0.6150719315,-5.7491919719,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,346,5,0.5256417394,0.6244514048,-5.4864762693,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,411,6,0.5906820893,0.6303535849,-7.6770999886,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,912,8,0.5559560061,0.6314835608,-5.8322027280,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,464,9,0.5737400055,0.6205551207,-6.2935564978,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,3,chinese:SSB0009,2,targeted,976,10,0.5367220640,0.6250629276,-5.4568262631,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_01.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,average,741,,0.5032818913,0.5596725941,-5.6831138000,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,single,583,,0.6808550358,0.7055429488,-7.6999016901,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,727,1,0.5186650753,0.6210768074,-5.8874206185,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,599,2,0.5223613083,0.6028976589,-5.8972584620,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,755,3,0.5613979697,0.6354788393,-5.7027511974,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,691,4,0.5339226127,0.6334020883,-5.5056886370,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,722,5,0.5425891280,0.6271143705,-5.9533822523,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,663,6,0.5108296275,0.6111759841,-5.6065937784,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,549,7,0.5323352814,0.6188267767,-5.8110658979,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,598,8,0.5230812430,0.5884143800,-5.9563600513,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,759,9,0.5179469585,0.6123065889,-5.5151801709,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,4,chinese:SSB0009,2,targeted,519,10,0.5178915262,0.5924396813,-6.0523687283,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_02.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,average,273,,0.5013962090,0.5809430420,-5.9785708783,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,single,390,,0.6717138588,0.7184565127,-7.2719759042,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,305,1,0.5305803418,0.6375404596,-5.9881147452,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,276,2,0.5533853769,0.6333208680,-5.4577081430,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,273,3,0.5576671958,0.6375881225,-5.7976050175,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,309,4,0.5226636529,0.6309965551,-5.3085503534,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,313,5,0.5768905878,0.6350224316,-6.4832774525,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,261,6,0.5596271157,0.6229271293,-6.2653385726,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,317,7,0.5224173665,0.6246377438,-5.5313801146,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,5,chinese:SSB0009,2,targeted,377,9,0.5502507091,0.6220280826,-6.3975433456,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0009/chinese_SSB0009_03.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,average,638,,0.5011843443,0.5606714696,-5.9857118687,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,single,605,,0.6769251525,0.7208232582,-7.7886575622,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,589,1,0.5530939400,0.6367057294,-5.8558140832,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,581,2,0.5165278614,0.6173370302,-5.9966602999,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,764,3,0.5580862164,0.6375021219,-5.6720676478,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,732,4,0.5542981029,0.6377514750,-5.6243487332,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,750,5,0.5093041062,0.6280779570,-5.5367382903,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,119,6,0.5340512395,0.5965183645,-6.5058600702,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,103,7,0.5396929681,0.5934592128,-6.5398572114,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,637,8,0.5262783766,0.6091664672,-5.9584184370,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,613,9,0.5320955515,0.6002282530,-6.1381961055,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,6,chinese:SSB0011,4,targeted,601,10,0.5276055932,0.6131224602,-6.2048483940,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_01.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,average,542,,0.5114075243,0.5905276656,-5.7314739317,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,single,672,,0.6918856502,0.7164722204,-8.5313024638,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,631,1,0.5901805162,0.6260609090,-7.7463457437,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,535,2,0.5707064569,0.6120928019,-6.7857428285,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,694,3,0.5800825655,0.6211318493,-8.1084652834,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,615,4,0.5515527427,0.6210644603,-6.3505858185,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,566,5,0.5246151984,0.6058171540,-6.2879150383,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,551,6,0.5437423885,0.6034134239,-6.1886171676,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,23,7,0.5307990015,0.6064549565,-6.2424456368,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,627,8,0.5334537327,0.6042203337,-6.5051987165,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,663,9,0.5512747765,0.6088053137,-6.4789309925,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,7,chinese:SSB0011,4,targeted,550,10,0.5237391591,0.6023216963,-5.7118357297,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_02.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,average,238,,0.5073711574,0.5945194155,-5.7199372403,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,single,105,,0.6962399781,0.7254277974,-8.3690267951,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,120,1,0.5668042004,0.6356928080,-6.8938667363,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,233,2,0.5788855553,0.6337385148,-6.9001712942,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,572,3,0.5449518561,0.6087989241,-5.8301817827,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,248,4,0.5807205439,0.6226423591,-7.5826248130,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,126,5,0.5312408209,0.5976216495,-6.0901264246,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,121,6,0.5334937572,0.6130977482,-5.6236862480,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,255,7,0.5418723822,0.6099921048,-5.6701002459,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,249,8,0.5526260138,0.6176446199,-6.1569509575,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,235,9,0.5269874334,0.6210468233,-5.8680575188,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,8,chinese:SSB0011,4,targeted,568,10,0.5409236252,0.6061551511,-5.5966947348,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0011/chinese_SSB0011_03.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,average,239,,0.5088088214,0.5800565898,-5.5780073612,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,single,885,,0.6587054431,0.7128196210,-7.1079477524,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,232,1,0.5646580160,0.6467813700,-5.7387004313,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,224,2,0.5238201916,0.6293907940,-5.8537821025,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,170,3,0.5540099442,0.6296989173,-6.1570850342,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,162,4,0.5004169345,0.6165117770,-6.1225557902,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,174,5,0.5296772122,0.6246751338,-5.6320261593,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,376,6,0.5113284588,0.6304407626,-6.0236930365,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,248,7,0.5106711090,0.6315830737,-5.3685948081,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,9,chinese:SSB0012,5,targeted,226,8,0.5299991965,0.6157456994,-5.6541098672,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_01.wav,native decoder bit marginal
timbrewm,8,10,chinese:SSB0012,5,average,676,,0.5229836106,0.5714183927,-5.9854392287,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,native decoder bit marginal
timbrewm,8,10,chinese:SSB0012,5,single,700,,0.6938391924,0.7270844072,-7.5511663645,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,native decoder bit marginal
timbrewm,8,10,chinese:SSB0012,5,targeted,692,1,0.5175350606,0.6331345409,-5.8130655939,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,native decoder bit marginal
timbrewm,8,10,chinese:SSB0012,5,targeted,693,2,0.5488621593,0.6288114309,-5.9355741414,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,native decoder bit marginal
timbrewm,8,10,chinese:SSB0012,5,targeted,645,3,0.5611518919,0.6239198893,-6.1407790286,/private/users/lym/neural-audio-watermark-collusion-attack/dataset/collusion_300/chinese/SSB0012/chinese_SSB0012_02.wav,native decoder bit marginal
